semestre,cursos_matriculados,horas_trabajo_semanal,modalidad_trabajo,turno_clases,asistencia_pct,horas_estudio_semanal,promedio_ponderado,cursos_jalados_acumulados,entrega_trabajos_pct,participacion_clase,distancia_campus_km,internet_estable,apoyo_familiar,uso_tutoria,deuda_pension,promedio_t1,promedio_t2,cursos_en_riesgo_notas,pct_creditos_riesgo,situacion_academica
6,2,8,mixto,sabado_domingo,83.0,9.6,5.0,2,91.3,4,15.5,1,1,1,0,4.59,5.06,1,0.5,EN_RIESGO
3,2,10,remoto,sabado_domingo,63.8,5.2,5.0,2,65.2,3,2.0,1,4,1,1,1.77,5.5,2,1.0,DESERCION_PROBABLE
3,2,8,mixto,sabado_domingo,61.4,6.7,5.0,2,60.8,2,10.2,1,2,0,1,5.11,3.88,1,0.5,DESERCION_PROBABLE
2,5,4,mixto,sabado_domingo,95.3,8.9,5.03,0,100.0,3,6.4,1,5,1,0,4.52,4.55,3,0.6,EN_RIESGO
6,2,9,mixto,sabado_domingo,69.3,9.3,5.0,2,75.3,2,80.0,1,2,0,0,5.7,5.63,1,0.5,RIESGO_ALTO
6,2,9,remoto,noche,80.7,12.0,5.0,2,82.8,3,8.1,0,5,0,1,5.62,3.55,1,0.5,RIESGO_ALTO
9,2,8,remoto,sabado_domingo,70.2,7.8,5.0,3,87.4,2,21.8,1,4,0,2,3.97,5.05,1,0.5,RIESGO_ALTO
7,3,8,sin_trabajo,noche,79.1,8.6,5.0,4,74.9,3,10.2,1,3,1,0,4.26,3.14,2,0.67,RIESGO_ALTO
5,2,8,remoto,noche,85.3,10.9,5.0,2,100.0,3,2.3,1,1,1,1,2.28,7.39,2,1.0,RIESGO_ALTO
7,4,12,sin_trabajo,noche,51.3,4.2,5.0,3,45.8,1,2.0,1,5,1,1,7.1,8.66,1,0.25,RIESGO_ALTO
9,5,4,remoto,noche,61.7,15.1,5.0,4,58.0,2,17.1,1,1,1,1,5.1,6.39,3,0.6,DESERCION_PROBABLE
6,5,10,sin_trabajo,sabado_domingo,56.7,7.3,5.0,1,70.4,2,2.2,0,1,1,0,4.54,3.45,3,0.6,DESERCION_PROBABLE
5,3,10,mixto,sabado_domingo,100.0,4.2,5.0,1,83.3,4,3.0,1,2,1,0,7.02,5.19,1,0.33,EN_RIESGO
8,5,8,remoto,noche,68.4,11.1,5.0,2,74.4,3,5.7,1,4,1,0,4.23,1.71,3,0.6,RIESGO_ALTO
1,3,10,remoto,noche,61.3,12.7,5.0,1,63.5,3,14.3,1,5,0,1,4.53,8.81,2,0.67,RIESGO_ALTO
4,5,10,presencial,noche,23.6,15.6,5.0,4,20.0,1,3.4,1,4,1,0,4.32,3.93,3,0.6,DESERCION_PROBABLE
2,3,0,mixto,sabado_domingo,86.7,12.9,5.0,1,77.2,4,40.5,1,3,0,0,7.18,4.32,1,0.33,EN_RIESGO
8,2,10,presencial,noche,46.1,5.0,5.0,3,42.7,1,4.4,1,3,0,0,8.17,5.15,1,0.5,DESERCION_PROBABLE
8,3,8,presencial,noche,64.3,12.6,5.0,1,90.1,3,40.0,1,2,1,0,5.92,8.92,1,0.33,EN_RIESGO
7,5,0,presencial,noche,63.2,11.6,5.0,2,70.7,3,7.9,1,1,1,2,7.26,5.46,2,0.4,RIESGO_ALTO
7,2,10,presencial,noche,56.2,10.8,5.0,1,64.6,2,12.1,1,5,0,1,4.75,6.23,1,0.5,RIESGO_ALTO
9,2,9,mixto,noche,85.8,8.4,5.0,3,83.9,4,39.1,1,3,0,2,5.16,5.35,1,0.5,RIESGO_ALTO
7,2,8,mixto,sabado_domingo,55.8,11.6,5.0,2,72.4,3,3.9,1,1,0,0,5.66,0.0,1,0.5,RIESGO_ALTO
7,5,8,mixto,noche,68.7,10.8,5.0,3,78.0,3,3.6,1,2,0,2,5.98,4.56,2,0.4,RIESGO_ALTO
7,4,9,presencial,noche,88.5,13.8,5.0,2,85.4,3,3.8,1,1,1,0,6.38,5.65,2,0.5,EN_RIESGO
9,4,8,mixto,sabado_domingo,83.0,11.7,5.0,5,97.1,2,5.0,1,5,0,1,5.59,5.21,2,0.5,RIESGO_ALTO
7,4,8,presencial,sabado_domingo,68.8,5.3,5.0,2,84.6,3,0.3,1,2,1,0,5.71,2.33,2,0.5,RIESGO_ALTO
10,5,8,presencial,noche,70.1,12.1,5.0,4,65.3,3,0.1,1,4,0,0,5.27,6.32,3,0.6,RIESGO_ALTO
1,5,10,presencial,sabado_domingo,46.4,6.4,5.0,0,63.2,3,7.5,1,1,1,0,8.43,5.19,1,0.2,RIESGO_ALTO
7,2,12,mixto,sabado_domingo,75.1,16.0,5.0,2,80.1,3,12.4,1,2,1,0,2.83,6.01,1,0.5,RIESGO_ALTO
3,5,8,mixto,sabado_domingo,82.8,16.1,5.0,1,82.1,5,8.2,0,5,0,0,5.45,1.8,3,0.6,EN_RIESGO
8,4,8,remoto,sabado_domingo,87.9,7.5,5.0,3,81.1,3,2.7,1,2,1,1,4.93,3.06,2,0.5,RIESGO_ALTO
5,3,8,remoto,noche,67.4,12.2,6.4,2,69.8,3,12.3,0,1,1,2,9.26,5.28,0,0.0,EN_RIESGO
10,4,9,sin_trabajo,sabado_domingo,73.6,7.6,5.0,5,74.2,2,4.5,0,3,1,1,3.77,4.71,3,0.75,DESERCION_PROBABLE
1,5,0,mixto,noche,81.2,11.3,5.0,1,85.3,3,1.6,1,1,0,0,7.84,2.39,1,0.2,EN_RIESGO
4,4,12,remoto,noche,69.5,7.7,5.0,0,83.1,3,0.1,1,3,1,2,2.8,0.95,3,0.75,DESERCION_PROBABLE
4,4,8,presencial,noche,62.8,9.0,5.0,3,60.9,3,4.0,1,1,0,1,2.39,5.68,3,0.75,DESERCION_PROBABLE
1,5,10,remoto,sabado_domingo,44.9,9.0,5.0,0,49.0,1,1.2,1,5,1,3,4.3,6.57,3,0.6,DESERCION_PROBABLE
4,5,8,remoto,sabado_domingo,71.4,10.0,5.0,1,68.6,1,13.5,1,3,0,0,4.93,4.09,3,0.6,RIESGO_ALTO
3,2,4,presencial,noche,92.8,12.1,5.0,0,100.0,2,16.7,1,2,0,2,4.01,3.15,1,0.5,EN_RIESGO
1,3,8,presencial,noche,69.4,10.6,5.0,0,74.3,4,50.9,1,3,1,1,3.11,3.15,2,0.67,RIESGO_ALTO
1,3,10,presencial,noche,44.2,10.2,5.0,0,48.6,2,8.4,1,1,1,1,8.39,7.55,1,0.33,RIESGO_ALTO
2,3,8,presencial,noche,41.4,14.1,5.0,0,45.7,3,24.5,1,2,1,2,3.35,5.09,2,0.67,DESERCION_PROBABLE
3,2,4,mixto,sabado_domingo,64.2,12.1,5.0,2,54.1,2,26.0,1,1,0,0,6.28,5.41,1,0.5,RIESGO_ALTO
2,5,9,presencial,sabado_domingo,55.1,4.6,5.0,1,63.1,2,1.4,1,5,1,0,6.75,3.76,2,0.4,RIESGO_ALTO
4,3,8,sin_trabajo,noche,80.8,7.7,5.0,3,86.0,5,8.3,1,3,1,1,4.39,4.8,2,0.67,RIESGO_ALTO
6,2,8,presencial,noche,60.6,8.2,5.0,5,61.5,3,4.5,1,1,0,1,1.52,6.57,2,1.0,DESERCION_PROBABLE
2,3,9,presencial,noche,58.3,12.8,5.0,0,56.3,3,1.2,1,3,0,1,4.07,1.78,2,0.67,DESERCION_PROBABLE
8,2,10,remoto,noche,79.0,1.0,5.0,3,90.5,3,11.5,1,5,1,0,4.95,5.15,1,0.5,RIESGO_ALTO
4,3,9,sin_trabajo,sabado_domingo,81.5,5.4,5.0,1,70.1,3,8.5,1,2,0,1,6.28,5.69,1,0.33,RIESGO_ALTO
8,2,0,presencial,sabado_domingo,78.6,12.8,5.0,4,80.6,3,6.3,1,2,0,0,8.35,6.45,0,0.0,EN_RIESGO
9,3,9,remoto,noche,62.3,8.4,5.0,2,64.4,4,12.5,1,3,1,0,7.28,3.29,1,0.33,RIESGO_ALTO
6,3,9,presencial,sabado_domingo,76.8,4.2,5.0,3,79.8,5,12.7,1,1,1,1,4.77,4.98,2,0.67,RIESGO_ALTO
3,2,8,mixto,noche,90.0,12.3,5.0,1,91.3,3,33.0,1,4,1,2,6.01,7.9,1,0.5,EN_RIESGO
5,2,9,mixto,noche,55.3,9.1,5.0,1,72.3,2,3.7,1,3,0,0,4.91,5.15,1,0.5,RIESGO_ALTO
6,3,10,mixto,noche,76.3,5.5,5.0,2,78.8,3,9.9,1,2,0,1,2.82,3.25,2,0.67,DESERCION_PROBABLE
8,4,9,presencial,sabado_domingo,70.6,10.5,5.0,3,65.3,2,11.7,1,3,1,0,5.1,2.54,2,0.5,RIESGO_ALTO
9,5,9,mixto,noche,75.0,8.3,6.02,2,75.4,3,37.8,1,4,0,2,4.7,7.73,3,0.6,RIESGO_ALTO
2,4,9,remoto,sabado_domingo,65.6,10.9,5.0,1,87.6,3,3.1,0,3,1,1,5.81,2.59,2,0.5,RIESGO_ALTO
7,2,8,remoto,noche,83.5,12.1,5.0,1,77.5,4,12.1,1,4,1,0,4.99,6.84,1,0.5,EN_RIESGO
1,4,8,remoto,noche,54.0,12.0,5.0,0,61.4,3,30.3,1,1,0,1,5.57,8.86,2,0.5,RIESGO_ALTO
4,4,8,sin_trabajo,sabado_domingo,79.0,11.8,5.0,1,82.2,4,3.4,1,4,0,0,7.9,7.01,1,0.25,EN_RIESGO
7,5,9,remoto,sabado_domingo,59.0,11.0,5.0,3,75.1,2,5.5,0,3,1,0,1.28,4.46,4,0.8,DESERCION_PROBABLE
5,4,10,presencial,noche,59.2,2.2,5.0,1,62.0,3,33.8,1,3,0,3,5.31,9.11,2,0.5,DESERCION_PROBABLE
2,4,10,remoto,noche,52.9,7.6,5.0,0,52.6,2,7.6,0,1,0,1,2.53,8.82,3,0.75,DESERCION_PROBABLE
1,2,4,remoto,noche,100.0,14.1,5.0,0,100.0,4,2.1,0,5,1,0,5.64,3.19,1,0.5,APROBADO_REGULAR
2,3,8,remoto,sabado_domingo,83.1,10.6,5.0,1,86.1,4,24.6,1,5,1,3,7.29,2.0,1,0.33,EN_RIESGO
4,2,8,presencial,noche,77.0,9.1,5.0,0,86.0,4,9.3,0,4,1,1,6.34,4.04,1,0.5,EN_RIESGO
1,4,4,remoto,sabado_domingo,87.1,13.9,5.0,0,91.7,4,4.2,1,5,0,1,7.1,4.7,1,0.25,APROBADO_REGULAR
2,5,9,presencial,sabado_domingo,63.7,15.3,5.0,1,60.1,3,30.0,1,3,0,1,3.09,9.71,4,0.8,RIESGO_ALTO
9,5,8,remoto,noche,61.6,12.0,5.09,4,53.5,3,13.9,1,2,1,0,3.72,4.37,3,0.6,DESERCION_PROBABLE
6,4,8,mixto,noche,80.6,9.0,5.0,2,94.7,4,4.0,1,1,0,0,7.05,5.89,1,0.25,EN_RIESGO
10,5,0,remoto,sabado_domingo,97.2,12.5,5.0,3,100.0,3,20.8,1,2,0,1,5.48,6.21,3,0.6,EN_RIESGO
5,2,8,remoto,noche,68.8,12.8,5.0,2,81.7,3,17.8,1,1,0,1,4.77,4.52,1,0.5,RIESGO_ALTO
5,3,9,mixto,noche,68.7,3.8,5.0,1,75.6,3,15.4,1,5,0,0,8.24,2.6,1,0.33,RIESGO_ALTO
8,4,8,remoto,noche,57.2,6.8,5.0,2,66.5,3,30.6,1,3,0,3,2.37,4.12,3,0.75,DESERCION_PROBABLE
7,4,9,mixto,noche,77.2,9.4,5.0,4,77.7,3,18.8,0,1,1,0,4.51,5.91,2,0.5,RIESGO_ALTO
2,2,8,presencial,sabado_domingo,83.0,10.3,5.0,1,84.6,3,29.8,1,4,0,1,4.19,6.79,1,0.5,EN_RIESGO
3,2,8,remoto,noche,73.8,11.3,5.0,1,83.9,4,22.3,0,1,0,0,1.99,3.91,2,1.0,RIESGO_ALTO
3,3,8,presencial,sabado_domingo,67.8,7.2,5.0,1,68.0,3,0.7,0,3,0,2,5.02,0.46,2,0.67,DESERCION_PROBABLE
4,5,12,remoto,noche,89.2,1.0,5.0,1,100.0,3,10.8,1,5,0,2,8.43,4.8,1,0.2,EN_RIESGO
2,3,10,presencial,sabado_domingo,61.3,4.8,5.0,2,57.0,2,0.9,1,2,0,0,4.94,4.05,2,0.67,DESERCION_PROBABLE
6,4,8,presencial,sabado_domingo,71.5,6.4,5.0,3,63.4,2,12.0,0,5,1,1,2.76,2.1,3,0.75,DESERCION_PROBABLE
4,5,0,presencial,sabado_domingo,77.8,13.7,5.0,1,87.8,3,2.3,1,2,0,2,1.84,8.12,4,0.8,RIESGO_ALTO
5,4,12,mixto,noche,59.3,4.1,5.0,4,67.7,3,8.3,1,2,0,0,3.35,10.94,3,0.75,DESERCION_PROBABLE
6,4,8,mixto,noche,72.2,11.5,5.0,2,80.8,3,30.6,0,1,1,2,3.06,2.96,3,0.75,DESERCION_PROBABLE
3,2,10,sin_trabajo,noche,49.4,8.1,5.0,2,70.0,3,33.2,0,3,1,3,5.48,8.52,1,0.5,RIESGO_ALTO
2,4,8,remoto,sabado_domingo,82.3,7.9,5.0,0,92.4,4,14.6,1,5,1,1,3.99,4.71,3,0.75,RIESGO_ALTO
2,3,10,mixto,sabado_domingo,45.5,11.1,5.0,0,47.9,2,8.1,1,4,1,2,1.89,3.16,2,0.67,DESERCION_PROBABLE
9,4,0,presencial,noche,70.1,14.6,5.0,2,70.4,2,34.6,1,1,1,1,7.22,4.12,1,0.25,EN_RIESGO
10,3,10,mixto,sabado_domingo,77.1,13.4,5.0,4,90.2,2,3.7,1,4,1,3,3.89,3.47,2,0.67,RIESGO_ALTO
5,4,4,remoto,sabado_domingo,83.0,9.4,5.0,4,96.3,3,15.6,1,4,0,2,5.4,6.87,2,0.5,RIESGO_ALTO
4,2,12,presencial,noche,56.0,14.1,5.0,2,53.2,3,8.4,1,2,0,0,3.6,2.67,1,0.5,DESERCION_PROBABLE
4,2,12,remoto,sabado_domingo,40.8,3.8,5.0,2,72.1,1,32.9,1,1,1,0,6.57,0.0,1,0.5,DESERCION_PROBABLE
1,5,9,remoto,sabado_domingo,61.3,8.2,5.0,0,65.9,2,23.1,1,1,0,2,4.27,4.21,3,0.6,DESERCION_PROBABLE
4,5,12,remoto,sabado_domingo,55.1,3.6,5.0,2,52.6,2,0.2,1,3,1,1,4.05,8.95,3,0.6,DESERCION_PROBABLE
8,2,4,presencial,noche,74.0,7.3,5.24,3,86.0,3,4.9,1,1,1,0,7.46,4.46,1,0.5,RIESGO_ALTO
9,2,8,presencial,sabado_domingo,80.0,10.1,5.0,2,81.9,4,1.9,1,4,1,0,6.25,7.02,1,0.5,EN_RIESGO
9,2,8,presencial,noche,58.5,10.5,5.0,2,55.0,2,45.5,1,5,1,0,3.77,5.05,1,0.5,RIESGO_ALTO
10,3,12,presencial,noche,55.0,7.7,5.0,4,73.4,2,10.4,1,1,0,0,4.32,0.86,2,0.67,DESERCION_PROBABLE
10,2,9,remoto,noche,58.5,5.7,5.0,2,77.2,2,23.2,0,4,1,0,7.04,1.0,1,0.5,RIESGO_ALTO
10,2,4,mixto,noche,77.1,14.7,5.0,3,90.3,3,12.0,0,4,1,1,5.12,7.35,1,0.5,EN_RIESGO
4,4,12,remoto,sabado_domingo,67.7,4.6,5.0,2,71.2,3,1.5,1,1,1,1,8.63,2.66,1,0.25,RIESGO_ALTO
9,4,8,remoto,noche,86.3,14.5,5.0,3,85.5,3,10.5,1,5,0,0,3.78,3.78,3,0.75,RIESGO_ALTO
7,2,12,sin_trabajo,noche,46.7,6.0,5.0,4,37.5,2,39.1,0,5,1,1,6.19,0.85,1,0.5,DESERCION_PROBABLE
1,3,8,sin_trabajo,noche,56.0,14.4,5.0,0,61.7,2,33.2,1,4,0,0,9.2,1.39,0,0.0,EN_RIESGO
1,4,10,mixto,noche,75.0,7.7,5.0,1,87.8,3,3.0,1,1,0,3,3.35,4.68,3,0.75,DESERCION_PROBABLE
5,2,8,presencial,noche,70.3,9.9,5.0,2,78.3,3,4.2,1,3,0,0,8.34,6.87,0,0.0,EN_RIESGO
6,2,8,presencial,noche,53.6,8.7,5.0,2,50.3,1,30.4,0,3,0,1,4.41,6.33,1,0.5,DESERCION_PROBABLE
2,3,9,mixto,noche,76.0,13.0,5.0,1,71.5,3,4.2,1,2,0,1,6.66,5.12,1,0.33,RIESGO_ALTO
9,2,10,presencial,noche,49.1,9.6,5.0,3,55.7,2,38.9,1,5,0,1,3.83,5.55,1,0.5,DESERCION_PROBABLE
6,5,12,mixto,noche,53.1,3.8,5.0,3,47.5,3,2.0,1,3,0,1,6.67,2.97,2,0.4,DESERCION_PROBABLE
8,2,4,remoto,sabado_domingo,89.3,13.2,5.0,2,82.6,3,25.4,1,4,1,0,6.59,4.94,1,0.5,EN_RIESGO
4,3,8,mixto,noche,48.3,5.8,5.0,1,40.4,2,1.5,1,5,1,3,3.16,0.41,2,0.67,DESERCION_PROBABLE
4,3,8,remoto,sabado_domingo,70.5,7.0,5.0,3,76.4,2,12.1,1,4,1,1,2.71,10.6,2,0.67,RIESGO_ALTO
1,3,12,mixto,noche,68.0,8.2,5.0,1,78.6,4,5.7,1,2,0,0,7.68,7.94,1,0.33,EN_RIESGO
7,3,10,mixto,sabado_domingo,37.2,5.7,5.0,5,51.7,2,5.9,1,1,0,0,4.31,5.36,2,0.67,DESERCION_PROBABLE
6,4,8,mixto,noche,75.8,8.4,5.0,3,77.0,3,2.5,0,3,1,3,3.86,8.84,3,0.75,RIESGO_ALTO
5,3,9,mixto,noche,72.6,7.2,5.0,3,74.2,3,7.2,1,5,1,0,1.85,7.89,2,0.67,RIESGO_ALTO
9,2,12,remoto,noche,56.0,6.4,5.0,2,60.0,1,32.9,1,1,0,1,2.28,2.63,2,1.0,DESERCION_PROBABLE
10,5,9,presencial,noche,64.7,5.1,5.0,5,56.1,4,2.3,0,1,1,0,3.72,2.5,3,0.6,DESERCION_PROBABLE
4,2,0,presencial,noche,95.0,14.2,5.0,2,99.8,3,10.3,1,1,1,1,7.43,5.94,1,0.5,EN_RIESGO
8,4,12,remoto,noche,55.6,15.2,5.0,0,64.0,2,30.5,0,3,0,0,4.68,7.9,2,0.5,RIESGO_ALTO
1,4,9,presencial,noche,83.7,10.7,5.0,0,91.7,3,12.0,1,4,1,3,4.25,7.49,2,0.5,EN_RIESGO
1,3,10,presencial,noche,61.0,5.1,5.0,1,74.9,4,9.9,1,1,0,0,2.07,5.14,2,0.67,DESERCION_PROBABLE
6,3,9,presencial,noche,86.7,3.2,5.0,3,95.8,3,9.1,1,4,0,2,4.57,2.99,2,0.67,RIESGO_ALTO
5,2,9,remoto,noche,54.2,8.3,5.0,3,61.6,3,5.8,1,1,1,1,5.28,7.51,1,0.5,RIESGO_ALTO
4,4,9,presencial,noche,70.9,9.0,5.0,0,79.4,3,3.2,0,2,0,2,7.44,4.66,1,0.25,RIESGO_ALTO
5,5,10,presencial,sabado_domingo,86.5,12.2,5.0,1,100.0,4,29.1,1,4,1,1,4.61,3.21,3,0.6,RIESGO_ALTO
3,2,12,remoto,noche,48.6,6.5,5.0,1,49.4,1,52.2,1,2,0,0,5.19,4.17,1,0.5,DESERCION_PROBABLE
2,3,8,remoto,sabado_domingo,69.5,7.1,5.0,1,82.5,2,2.9,1,2,1,1,5.23,8.25,2,0.67,RIESGO_ALTO
1,4,9,presencial,noche,81.2,18.3,5.0,0,85.5,5,1.2,1,4,0,2,6.2,4.2,2,0.5,EN_RIESGO
6,4,9,mixto,noche,72.9,6.6,5.0,2,80.4,3,20.5,0,5,1,1,6.64,4.49,2,0.5,RIESGO_ALTO
1,5,0,presencial,noche,79.1,17.6,5.0,0,83.7,4,32.6,1,3,1,0,5.48,4.71,3,0.6,EN_RIESGO
2,4,9,mixto,noche,68.7,15.6,5.0,0,60.2,3,25.1,1,4,0,0,6.85,2.41,2,0.5,RIESGO_ALTO
10,4,10,mixto,sabado_domingo,67.3,15.2,5.0,2,69.0,4,2.6,1,5,0,0,6.43,3.88,2,0.5,RIESGO_ALTO
4,4,10,presencial,sabado_domingo,57.4,9.4,5.0,1,57.8,1,47.4,1,3,1,0,3.92,8.26,3,0.75,DESERCION_PROBABLE
10,4,12,remoto,noche,57.3,6.5,5.0,3,60.9,3,4.3,0,3,0,0,2.51,4.89,3,0.75,DESERCION_PROBABLE
9,3,12,sin_trabajo,noche,66.6,8.6,5.0,5,76.1,4,31.5,1,2,1,1,4.14,4.03,2,0.67,DESERCION_PROBABLE
5,4,10,presencial,noche,80.7,9.7,5.0,3,92.0,4,9.6,1,5,0,1,3.31,3.86,3,0.75,RIESGO_ALTO
7,4,10,presencial,sabado_domingo,60.5,4.0,5.0,4,55.5,3,25.0,0,2,0,0,10.08,1.98,0,0.0,RIESGO_ALTO
8,5,4,sin_trabajo,sabado_domingo,80.9,12.5,5.0,3,88.2,2,25.8,1,2,1,1,9.16,3.18,1,0.2,EN_RIESGO
6,3,8,mixto,sabado_domingo,75.1,10.0,5.0,3,79.9,3,23.4,1,2,1,0,5.38,0.93,2,0.67,RIESGO_ALTO
1,2,8,presencial,sabado_domingo,75.5,17.1,5.0,1,87.1,3,11.2,1,4,1,0,5.28,4.02,1,0.5,EN_RIESGO
1,2,8,presencial,noche,100.0,7.7,5.0,0,100.0,4,4.1,0,4,0,0,5.76,5.73,1,0.5,EN_RIESGO
5,5,10,remoto,sabado_domingo,62.4,11.9,5.0,0,74.6,1,16.5,1,4,0,3,7.34,5.53,2,0.4,RIESGO_ALTO
2,2,12,remoto,noche,51.0,4.3,5.0,0,64.1,3,6.5,1,4,1,0,0.48,4.81,2,1.0,DESERCION_PROBABLE
4,4,9,mixto,sabado_domingo,64.1,7.2,5.0,1,74.5,2,5.8,0,3,0,3,6.92,6.1,1,0.25,RIESGO_ALTO
5,4,8,presencial,noche,56.2,9.5,5.0,2,70.9,4,28.4,1,3,1,2,5.04,2.64,2,0.5,RIESGO_ALTO
3,4,8,presencial,noche,87.6,10.7,5.0,1,100.0,3,13.3,1,1,0,1,6.53,7.45,2,0.5,EN_RIESGO
1,3,9,mixto,noche,64.3,8.3,5.0,0,76.7,4,7.0,1,2,0,1,3.07,3.77,2,0.67,RIESGO_ALTO
3,4,8,remoto,noche,62.8,9.1,5.0,1,63.7,2,11.9,1,4,0,0,4.11,8.37,3,0.75,RIESGO_ALTO
1,2,10,presencial,sabado_domingo,56.6,5.9,5.0,1,69.7,3,6.6,0,4,0,0,5.47,2.52,1,0.5,RIESGO_ALTO
2,3,4,presencial,noche,83.7,9.1,5.0,1,85.0,4,22.5,1,2,0,2,2.29,4.11,2,0.67,RIESGO_ALTO
3,3,10,presencial,noche,40.4,7.8,5.0,2,39.9,2,10.6,1,3,0,0,4.28,0.26,2,0.67,DESERCION_PROBABLE
10,5,10,presencial,noche,72.5,7.3,5.0,4,86.8,2,11.1,1,2,0,0,4.95,6.96,3,0.6,DESERCION_PROBABLE
7,2,8,remoto,sabado_domingo,82.1,8.9,5.0,2,92.0,2,9.4,1,4,0,0,5.78,7.43,1,0.5,EN_RIESGO
1,3,10,remoto,noche,84.9,6.5,5.0,0,88.0,4,19.0,1,4,1,2,6.79,9.58,1,0.33,EN_RIESGO
3,3,4,presencial,sabado_domingo,93.7,8.9,5.0,2,100.0,3,6.5,1,2,0,2,3.58,3.3,2,0.67,RIESGO_ALTO
1,2,10,mixto,sabado_domingo,71.8,12.4,5.0,1,92.2,3,10.2,1,2,1,1,1.49,4.04,2,1.0,RIESGO_ALTO
5,3,8,presencial,sabado_domingo,63.4,11.2,5.0,2,73.5,2,3.4,1,1,1,1,2.21,7.46,2,0.67,RIESGO_ALTO
6,2,4,mixto,sabado_domingo,73.2,10.4,5.0,3,83.0,3,6.1,1,3,1,0,3.3,5.54,1,0.5,RIESGO_ALTO
8,4,8,remoto,noche,71.4,12.3,5.0,1,84.4,2,10.1,1,4,0,2,2.14,1.91,3,0.75,DESERCION_PROBABLE
6,5,9,presencial,sabado_domingo,60.0,2.2,5.0,1,65.4,3,2.2,1,5,1,2,0.99,0.0,5,1.0,DESERCION_PROBABLE
3,3,9,remoto,noche,66.1,8.8,5.0,2,69.1,2,2.3,0,4,0,2,5.02,4.57,2,0.67,DESERCION_PROBABLE
7,3,8,sin_trabajo,noche,80.6,9.4,5.0,3,88.9,2,7.1,0,5,0,0,3.57,3.63,2,0.67,RIESGO_ALTO
9,2,8,sin_trabajo,noche,85.2,8.3,5.0,3,100.0,4,31.1,1,2,0,1,7.63,4.39,1,0.5,RIESGO_ALTO
4,3,4,mixto,noche,94.0,10.2,5.0,2,100.0,5,3.0,1,2,0,2,5.76,3.56,1,0.33,EN_RIESGO
5,3,9,mixto,sabado_domingo,70.0,10.8,5.0,2,72.5,4,3.1,1,2,0,1,5.09,5.13,2,0.67,RIESGO_ALTO
1,5,10,remoto,noche,81.2,12.0,5.0,1,90.8,1,2.1,1,3,0,3,2.11,2.68,4,0.8,DESERCION_PROBABLE
6,4,9,sin_trabajo,noche,54.6,5.9,5.0,0,69.7,2,11.3,0,1,1,2,6.27,5.57,2,0.5,RIESGO_ALTO
1,2,10,remoto,sabado_domingo,45.7,8.8,5.0,0,38.7,1,27.8,1,5,1,1,5.79,6.21,1,0.5,RIESGO_ALTO
7,2,8,presencial,noche,66.9,12.6,5.0,4,75.6,2,23.1,0,1,0,2,2.03,0.81,2,1.0,DESERCION_PROBABLE
3,5,0,remoto,noche,75.2,18.0,5.0,1,84.6,4,68.7,1,3,0,1,5.26,6.81,3,0.6,EN_RIESGO
9,3,10,presencial,noche,64.9,6.0,5.0,3,69.5,4,4.9,0,3,0,0,6.97,3.08,1,0.33,RIESGO_ALTO
1,2,4,remoto,noche,84.2,11.7,5.0,0,91.3,3,11.6,1,1,0,0,4.53,3.74,1,0.5,EN_RIESGO
5,5,9,sin_trabajo,sabado_domingo,76.2,6.9,5.0,2,89.1,4,1.9,1,2,1,0,2.31,5.08,4,0.8,DESERCION_PROBABLE
9,5,4,presencial,sabado_domingo,84.9,15.6,5.0,2,94.7,5,6.3,0,3,1,1,4.72,6.27,3,0.6,EN_RIESGO
4,3,9,sin_trabajo,noche,76.9,4.6,5.0,1,86.8,3,3.1,1,5,1,0,5.27,2.71,2,0.67,RIESGO_ALTO
5,2,9,presencial,noche,57.5,9.7,5.0,2,52.5,2,7.9,1,4,1,1,2.89,6.88,1,0.5,RIESGO_ALTO
5,5,8,mixto,sabado_domingo,83.4,3.7,5.0,1,90.6,3,2.7,1,2,1,0,7.89,5.69,1,0.2,EN_RIESGO
7,5,8,remoto,sabado_domingo,86.7,8.0,5.0,2,98.1,4,0.2,1,2,0,0,6.04,7.52,2,0.4,EN_RIESGO
4,5,10,presencial,sabado_domingo,63.7,7.8,5.0,3,67.4,3,2.7,1,5,1,0,3.26,3.51,4,0.8,DESERCION_PROBABLE
10,5,12,mixto,sabado_domingo,70.0,4.0,5.0,6,80.6,2,2.0,0,1,0,0,2.02,5.2,4,0.8,DESERCION_PROBABLE
2,5,9,remoto,noche,51.1,11.2,5.0,0,44.3,1,20.4,1,4,0,3,7.81,4.31,1,0.2,RIESGO_ALTO
2,3,10,remoto,sabado_domingo,62.0,6.4,5.0,1,68.9,3,2.6,1,1,0,0,1.86,3.96,2,0.67,DESERCION_PROBABLE
3,4,8,presencial,sabado_domingo,62.0,9.6,5.0,1,79.8,3,4.1,1,1,0,0,6.47,6.33,2,0.5,RIESGO_ALTO
10,5,12,presencial,noche,30.6,7.9,5.0,5,36.9,2,2.4,1,2,1,0,6.13,5.4,2,0.4,DESERCION_PROBABLE
8,2,9,sin_trabajo,noche,82.8,8.5,5.0,5,100.0,2,2.8,1,5,1,0,3.89,2.54,1,0.5,RIESGO_ALTO
8,5,10,presencial,noche,89.1,10.2,5.0,2,97.6,3,10.9,1,2,0,0,6.2,7.24,2,0.4,EN_RIESGO
