edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica,modalidad_trabajo_enc,situacion_enc,cluster,pca_x,pca_y,perfil_academico
27,9,1,38.6,Presencial,1.7,0,0,7,11.8,7.2,4.8,6.7,79.0,8.9,11.8,14.6,17.5,15.49,Aprobado,2,0,1,-0.1094435476162406,-1.2106738343484438,Trabajador Esforzado
25,5,1,23.4,Hibrido,0.36,3,0,5,11.5,6.3,6.8,3.1,74.3,5.6,9.6,8.8,8.4,8.76,Riesgo,0,2,0,1.1675491866368999,1.3877919734317616,Vulnerable por Carga Familiar y Estres
30,2,0,0.0,No aplica,0.16,1,0,7,27.4,5.5,3.3,8.2,95.5,10.0,16.8,18.4,20.0,18.88,Aprobado,1,0,2,-3.743243458947725,0.6280473579143603,Estudiante de Alto Rendimiento
26,3,1,37.6,Presencial,2.72,3,0,6,5.0,5.8,8.5,5.7,63.1,5.9,9.5,8.1,9.0,8.83,Riesgo,2,2,0,2.953710736934118,0.9057320015509744,Vulnerable por Carga Familiar y Estres
19,2,1,26.6,Hibrido,0.98,2,1,3,17.5,6.2,5.1,5.1,90.4,8.6,13.8,12.5,15.9,14.46,Aprobado,0,0,1,-1.089064218579793,0.923329353892635,Trabajador Esforzado
29,9,0,0.0,No aplica,0.46,2,0,5,16.8,6.8,3.6,7.6,96.2,7.7,14.0,15.4,15.8,15.32,Aprobado,1,0,2,-2.3008788769982527,1.470030741297394,Estudiante de Alto Rendimiento
26,4,1,18.4,Hibrido,1.72,0,0,3,6.6,6.2,4.0,7.0,78.2,5.2,10.3,13.3,6.8,9.45,Riesgo,0,2,3,0.28887183501657343,-0.8810759925881785,Riesgo por Ausentismo Laboral
27,4,0,0.0,No aplica,0.1,0,0,7,21.5,7.0,3.0,7.3,92.7,8.2,11.2,11.0,15.7,13.39,Aprobado,1,0,2,-2.971439433943799,-0.20233876275928495,Estudiante de Alto Rendimiento
26,1,1,24.1,Presencial,1.94,3,0,4,6.9,6.9,8.3,5.0,73.2,4.4,6.3,7.7,4.8,5.97,Desercion,2,1,0,2.172809943055073,1.5187259130063402,Vulnerable por Carga Familiar y Estres
26,5,1,39.6,Presencial,1.76,1,1,6,7.7,5.8,7.8,5.2,94.2,4.2,11.1,7.8,6.9,8.01,Riesgo,2,2,3,1.2877713263204973,0.46329852410621764,Riesgo por Ausentismo Laboral
19,10,1,24.6,Hibrido,1.41,4,0,3,4.8,7.2,9.7,2.7,75.4,7.5,11.5,9.7,9.6,10.01,Riesgo,0,2,0,2.008681300401468,2.4061596180845872,Vulnerable por Carga Familiar y Estres
26,5,1,22.8,Presencial,1.87,0,1,4,8.8,6.1,4.1,7.7,73.1,5.6,9.0,14.4,9.2,10.72,Riesgo,2,2,3,0.44528411194050443,-1.139445072873108,Riesgo por Ausentismo Laboral
29,7,1,31.9,Remoto,0.37,1,0,7,12.5,5.3,5.7,4.4,84.6,3.7,10.4,9.8,7.6,8.82,Riesgo,3,2,3,0.7883717235646348,0.0512381913663703,Riesgo por Ausentismo Laboral
22,2,1,24.5,Presencial,2.47,1,1,7,11.5,6.2,5.9,6.3,81.4,6.4,11.4,10.7,10.8,10.89,Riesgo,2,2,1,0.24678094182277666,0.03428343289102168,Trabajador Esforzado
27,2,1,30.1,Presencial,1.81,0,1,3,9.5,4.8,8.3,4.7,91.2,6.9,10.7,12.6,13.3,12.57,Aprobado,2,0,1,0.40158860373222927,-0.2144409209226623,Trabajador Esforzado
18,8,0,0.0,No aplica,0.51,1,0,5,10.0,7.1,2.9,6.7,85.9,6.8,9.8,9.1,16.3,12.84,Aprobado,1,0,2,-1.382365870946965,0.31193432379685543,Estudiante de Alto Rendimiento
23,1,0,0.0,No aplica,0.32,3,0,7,14.0,6.5,2.6,8.8,79.1,5.4,9.8,11.7,15.7,13.32,Aprobado,1,0,2,-0.8754527503046785,1.5433563022155419,Estudiante de Alto Rendimiento
24,5,1,31.0,Remoto,0.4,1,0,5,11.6,6.7,5.2,4.3,88.2,5.8,13.3,14.5,15.1,14.56,Aprobado,3,0,1,0.09606640024437539,0.0982742955752112,Trabajador Esforzado
32,4,0,0.0,No aplica,0.14,1,1,4,20.0,5.6,4.6,6.8,93.9,8.5,13.7,13.8,16.7,15.23,Aprobado,1,0,2,-2.506178356528334,0.7390534202993746,Estudiante de Alto Rendimiento
21,1,0,0.0,No aplica,0.16,2,0,6,23.0,7.4,3.6,7.2,87.9,7.7,13.1,16.3,20.0,17.51,Aprobado,1,0,2,-2.368058124441088,1.1753465827574257,Estudiante de Alto Rendimiento
22,6,0,0.0,No aplica,0.48,2,0,6,16.9,7.0,3.5,8.7,100.0,8.6,13.7,11.8,17.6,15.08,Aprobado,1,0,2,-2.7047573766206763,1.5754881824269122,Estudiante de Alto Rendimiento
24,10,1,31.3,Presencial,1.18,2,0,7,11.7,7.3,6.6,6.0,74.1,6.8,9.9,9.8,10.5,10.17,Riesgo,2,2,0,0.9904789879591639,0.45468207933547083,Vulnerable por Carga Familiar y Estres
32,1,1,37.1,Presencial,2.82,1,0,7,0.4,6.1,8.7,2.0,63.7,3.2,8.3,10.5,5.6,7.61,Riesgo,2,2,3,3.627448326143414,-0.4604774233881401,Riesgo por Ausentismo Laboral
30,9,1,34.8,Presencial,1.65,0,1,3,3.3,6.7,7.3,4.5,80.6,6.3,11.2,13.2,13.7,13.05,Aprobado,2,0,3,1.433532948765904,-0.7683066855421474,Riesgo por Ausentismo Laboral
18,6,1,28.4,Remoto,0.36,1,0,7,12.3,6.8,5.4,7.7,86.6,7.1,11.6,11.4,13.9,12.69,Aprobado,3,0,1,-0.19693438203035457,0.08161217095996115,Trabajador Esforzado
21,8,1,38.3,Presencial,1.3,4,0,3,4.9,4.0875,9.6,3.6,78.4,4.4,7.8,7.1,2.7,5.04,Desercion,2,1,0,2.936090537290431,2.3215373080475445,Vulnerable por Carga Familiar y Estres
30,1,1,27.7,Presencial,1.84,3,1,7,10.1,6.9,7.2,3.9,88.9,5.3,8.3,9.8,8.0,8.6,Riesgo,2,2,0,0.8622634671404336,1.8775845573887175,Vulnerable por Carga Familiar y Estres
18,9,1,32.0,Remoto,0.32,1,1,7,5.3,6.2,5.0,6.2,72.2,6.6,10.2,7.2,5.3,6.85,Riesgo,3,2,3,1.1520205709029334,-0.5267304696604896,Riesgo por Ausentismo Laboral
30,1,1,27.5,Presencial,1.05,0,1,4,9.8,5.5,6.5,7.1,87.7,5.4,9.9,10.6,11.7,11.01,Aprobado,2,0,1,0.3898397077592821,-0.4490113530958199,Trabajador Esforzado
22,10,1,33.7,Hibrido,0.8,3,0,5,12.0,5.7,7.1,4.2,79.9,7.3,11.4,12.3,10.9,11.42,Aprobado,0,0,0,0.8932462307635128,1.3968023799643832,Vulnerable por Carga Familiar y Estres
31,7,1,27.0,Presencial,1.58,0,1,6,5.6,7.5,4.4,5.5,78.9,5.7,10.6,9.7,9.5,9.78,Riesgo,2,2,3,0.5859168802195983,-0.979717640180697,Riesgo por Ausentismo Laboral
22,4,1,43.2,Presencial,1.39,0,0,7,9.6,5.7,9.1,3.8,71.3,4.2,11.5,10.9,5.7,8.42,Riesgo,2,2,3,2.518689944975241,-1.0162733146226364,Riesgo por Ausentismo Laboral
24,1,1,46.1,Hibrido,1.03,0,0,7,9.7,6.0,5.6,5.3,71.2,5.2,9.5,9.9,11.4,10.57,Riesgo,0,2,3,1.6277254462324842,-1.4604930796834357,Riesgo por Ausentismo Laboral
27,7,0,0.0,No aplica,0.15,1,1,4,21.3,5.3,2.0,8.6,93.6,8.2,13.4,11.6,17.5,14.91,Aprobado,1,0,2,-3.095012145185328,0.4620394714580375,Estudiante de Alto Rendimiento
19,1,1,42.3,Hibrido,0.91,0,0,3,8.6,5.4,5.4,5.7,73.3,3.9,8.2,8.6,8.5,8.47,Riesgo,0,2,3,1.7222358994338844,-1.3108689720462032,Riesgo por Ausentismo Laboral
26,7,0,0.0,No aplica,0.0,0,0,7,25.3,7.6,1.0,8.8,78.9,8.4,13.8,11.8,19.8,16.2,Aprobado,1,0,2,-3.0763141998163994,-0.9067263145403994,Estudiante de Alto Rendimiento
25,8,0,0.0,No aplica,0.41,2,1,7,22.2,7.6,3.7,8.6,100.0,7.9,15.2,14.5,20.0,17.39,Aprobado,1,0,2,-2.9086183983098395,1.6116215485744867,Estudiante de Alto Rendimiento
29,3,1,27.4,Remoto,0.36,1,0,4,5.5,6.6,3.9,5.9,83.7,7.8,11.2,11.2,8.8,10.0,Riesgo,3,2,1,-0.05857685172981083,-0.17606994139455395,Trabajador Esforzado
32,3,1,30.3,Presencial,2.27,0,0,5,13.6,6.8,5.6,7.0,78.9,5.4,8.6,12.2,14.1,12.43,Aprobado,2,0,3,0.41876006641819896,-0.9064261857935353,Riesgo por Ausentismo Laboral
27,3,1,28.4,Remoto,0.06,0,0,7,21.9,5.9,3.0,8.3,89.8,8.8,9.4,12.8,18.6,15.02,Aprobado,3,0,1,-2.083187286136997,-0.8293904144054023,Trabajador Esforzado
24,3,1,16.9,Presencial,1.32,2,0,4,14.2,6.4,4.5,5.3,87.8,7.0,11.6,15.1,12.5,13.1,Aprobado,2,0,1,-0.8165277424308662,0.9764003680429689,Trabajador Esforzado
24,2,1,39.2,Presencial,2.44,0,0,6,14.7,5.2,4.4,8.0,75.6,6.1,10.6,10.0,12.1,11.17,Aprobado,2,0,1,0.3661350427581689,-1.324652708018663,Trabajador Esforzado
24,3,1,47.2,Presencial,1.71,0,0,5,8.4,5.5,7.1,3.9,84.6,4.4,12.6,11.8,7.4,9.76,Riesgo,2,2,3,1.6181678531931025,-0.8297069135951589,Riesgo por Ausentismo Laboral
30,7,1,40.2,Remoto,0.34,4,1,7,6.3,5.5,6.5,4.0,81.6,6.7,11.9,12.7,7.9,10.14,Riesgo,3,2,0,1.5673564256379722,2.027030243912526,Vulnerable por Carga Familiar y Estres
22,4,1,38.7,Presencial,1.83,1,1,5,3.3,4.9,7.6,4.0,81.1,7.6,11.0,11.8,8.4,9.94,Riesgo,2,2,3,1.4457776061293088,-0.07956409565162964,Riesgo por Ausentismo Laboral
20,8,1,31.8,Hibrido,0.89,0,0,3,15.9,8.1,5.1,5.4,72.0,6.2,11.5,13.6,14.8,13.78,Aprobado,0,0,1,0.3442104253956811,-1.2480128669181547,Trabajador Esforzado
23,9,1,23.3,Presencial,1.96,1,0,7,6.1,6.0,3.7,6.6,74.7,5.1,7.2,9.6,8.5,8.57,Riesgo,2,2,3,0.7299869922281347,-0.3857440172057481,Riesgo por Ausentismo Laboral
18,8,1,30.6,Presencial,1.84,1,1,4,12.6,6.3,6.7,4.2,88.8,7.1,10.6,13.1,11.1,11.6,Aprobado,2,0,1,0.03041958697508936,0.2566155512302364,Trabajador Esforzado
19,6,1,46.8,Presencial,0.72,1,0,4,3.7,4.9,5.6,6.5,70.6,4.0,10.0,9.5,3.8,6.75,Riesgo,2,2,3,2.50895068551316,-0.7319212729090013,Riesgo por Ausentismo Laboral
19,4,1,27.2,Remoto,0.54,1,1,3,14.5,4.0875,7.4,4.8,85.9,9.7,13.8,15.6,17.5,16.19,Aprobado,3,0,1,-0.484162582726078,0.2330533986559806,Trabajador Esforzado
29,10,1,26.4,Hibrido,0.23,2,0,5,15.6,7.5,4.8,6.5,85.2,5.8,10.7,10.5,13.3,11.94,Aprobado,0,0,1,-0.17103314007689088,0.7700142337570911,Trabajador Esforzado
28,3,1,38.9,Presencial,1.74,0,1,7,11.1,6.2,5.1,6.9,78.4,4.8,10.0,14.7,11.1,11.96,Aprobado,2,0,3,0.9236534898464134,-1.118857404781768,Riesgo por Ausentismo Laboral
28,5,1,39.4,Presencial,1.83,0,1,4,5.0,4.5,8.0,6.1,67.8,6.5,9.6,9.3,6.8,8.11,Riesgo,2,2,3,2.176989633124356,-1.2367846194663417,Riesgo por Ausentismo Laboral
24,5,1,23.2,Remoto,0.68,0,0,4,15.0,5.7,3.1,6.9,81.2,7.5,11.8,12.8,10.4,11.4,Aprobado,3,0,1,-1.0202002873196323,-1.0037052137148852,Trabajador Esforzado
28,8,1,27.9,Presencial,1.73,2,0,5,10.3,7.8,3.4,6.5,77.8,6.4,11.7,13.5,9.7,11.24,Aprobado,2,0,1,0.19364697253472613,0.32007805101453446,Trabajador Esforzado
20,6,1,26.0,Remoto,0.09,2,0,5,10.0,6.6,7.1,5.9,66.7,6.2,9.2,13.9,10.9,11.46,Aprobado,3,0,0,1.540949942188029,0.352188888138961,Vulnerable por Carga Familiar y Estres
31,8,1,30.6,Remoto,0.68,2,0,7,9.5,4.0875,7.1,6.3,77.9,4.4,11.3,13.1,8.9,10.64,Riesgo,3,2,0,1.5736749664471321,0.7056800218759895,Vulnerable por Carga Familiar y Estres
25,10,1,38.8,Presencial,1.26,0,0,3,9.2,5.7,7.0,5.2,66.1,6.6,8.2,7.4,10.0,8.86,Riesgo,2,2,3,1.6838168987206177,-1.3932315734746072,Riesgo por Ausentismo Laboral
32,4,0,0.0,No aplica,0.43,1,0,4,14.2,6.9,2.3,7.8,89.2,7.0,11.6,14.5,20.0,16.67,Aprobado,1,0,2,-2.029614204522652,0.3622463902734705,Estudiante de Alto Rendimiento
20,9,1,38.7,Remoto,0.23,2,0,6,0.0,6.2,5.9,5.5,69.7,7.2,12.0,9.2,9.6,9.96,Riesgo,3,2,0,2.0759828352521588,0.08252278614350095,Vulnerable por Carga Familiar y Estres
25,2,1,30.8,Presencial,1.72,0,0,5,13.0,6.3,4.9,5.7,70.6,9.0,11.3,11.1,16.8,13.99,Aprobado,2,0,1,-0.045698630693045694,-1.36039323056904,Trabajador Esforzado
28,10,1,48.0,Presencial,2.63,4,0,6,6.3,4.0875,10.0,3.1,79.4,4.1,8.4,7.3,0.8,4.27,Desercion,2,1,0,3.245013880378446,2.2308784019814816,Vulnerable por Carga Familiar y Estres
25,2,0,0.0,No aplica,0.75,0,1,5,29.3,6.4,1.8,7.9,93.0,7.1,12.1,12.4,20.0,16.14,Aprobado,1,0,2,-3.598445312339252,-0.2938016866444179,Estudiante de Alto Rendimiento
24,9,1,29.2,Remoto,0.54,1,0,3,10.8,5.5,6.4,6.1,72.6,5.5,5.6,8.4,9.1,8.19,Riesgo,3,2,3,1.1730586510051773,-0.2915621687283338,Riesgo por Ausentismo Laboral
20,4,1,34.6,Remoto,0.65,2,0,7,6.7,6.6,7.9,5.5,75.4,4.8,8.4,10.9,7.7,8.8,Riesgo,3,2,0,2.1210280932792163,0.6201061250876915,Vulnerable por Carga Familiar y Estres
23,10,1,27.3,Presencial,1.42,2,0,6,15.7,5.6,5.8,4.9,69.5,5.8,9.3,12.0,9.6,10.26,Riesgo,2,2,0,0.8215861876714209,0.3007083928194678,Vulnerable por Carga Familiar y Estres
21,2,1,15.6,Presencial,1.07,1,0,3,12.3,6.2,6.3,5.6,70.9,8.9,11.3,11.0,14.0,12.56,Aprobado,2,0,1,-0.04136421086946352,-0.18980731265239673,Trabajador Esforzado
22,5,1,28.1,Presencial,1.72,0,0,3,11.9,6.2,6.9,4.5,81.3,5.9,10.7,8.5,9.5,9.44,Riesgo,2,2,3,0.5389709826835106,-0.6558336530260473,Riesgo por Ausentismo Laboral
28,10,1,27.9,Presencial,0.27,1,0,4,16.4,5.5,6.6,5.1,78.8,8.0,11.7,13.1,13.1,12.82,Aprobado,2,0,1,-0.07599373843917749,-0.07962563147026647,Trabajador Esforzado
27,1,0,0.0,No aplica,0.24,0,0,7,23.1,8.2,1.4,8.4,100.0,8.5,14.2,15.6,20.0,17.52,Aprobado,1,0,2,-3.8559608493042856,-0.11703458631425455,Estudiante de Alto Rendimiento
27,3,0,0.0,No aplica,0.51,1,0,4,21.0,7.8,1.0,9.4,89.4,9.7,16.7,13.8,19.5,17.23,Aprobado,1,0,2,-3.411168938281173,0.1759545151191175,Estudiante de Alto Rendimiento
23,1,1,13.5,Presencial,1.49,2,0,7,9.7,7.5,6.3,5.4,89.4,7.5,11.9,12.0,16.5,14.23,Aprobado,2,0,1,-0.37682538424325135,1.2724736417854359,Trabajador Esforzado
32,4,0,0.0,No aplica,0.13,0,0,5,22.3,6.1,1.3,8.7,81.5,7.9,11.3,10.5,18.5,14.66,Aprobado,1,0,2,-2.8033136884894736,-0.7723726413117368,Estudiante de Alto Rendimiento
19,4,1,31.9,Remoto,0.28,1,1,4,11.8,6.4,6.6,4.3,81.7,6.7,12.9,9.1,8.6,9.61,Riesgo,3,2,1,0.5356910857156538,-0.02118020545802491,Trabajador Esforzado
23,7,1,30.8,Presencial,2.29,0,0,3,9.0,7.0,7.7,3.6,68.8,7.2,10.1,10.7,10.2,10.33,Riesgo,2,2,3,1.3389580263349696,-1.0925637355621152,Riesgo por Ausentismo Laboral
19,3,0,0.0,No aplica,0.52,2,0,4,14.9,6.1,3.4,6.9,95.1,10.0,13.4,13.5,20.0,16.73,Aprobado,1,0,2,-2.641281431530455,1.3609864348106846,Estudiante de Alto Rendimiento
23,2,1,29.3,Presencial,1.11,0,0,4,8.9,5.5,4.2,10.0,73.7,3.3,10.8,9.5,10.6,10.31,Riesgo,2,2,3,1.1303916593231786,-1.175770335567185,Riesgo por Ausentismo Laboral
32,2,1,23.7,Presencial,1.87,1,0,5,6.1,5.7,7.3,4.2,72.0,5.8,10.0,10.4,11.5,10.87,Riesgo,2,2,3,1.5115369035428288,-0.12607016311797753,Riesgo por Ausentismo Laboral
23,10,1,30.1,Hibrido,0.76,0,0,7,6.9,5.3,5.8,6.0,75.9,7.0,12.1,8.8,9.4,9.76,Riesgo,0,2,3,0.7601817346845167,-1.0228147188096808,Riesgo por Ausentismo Laboral
31,10,1,30.5,Presencial,1.42,0,0,7,16.4,7.1,5.9,6.2,97.6,6.5,10.9,9.9,14.6,12.45,Aprobado,2,0,1,-0.8500775006807356,-0.23711327207983232,Trabajador Esforzado
25,3,1,22.8,Presencial,1.37,1,1,4,10.3,7.2,5.8,5.8,88.7,6.5,11.4,12.5,17.0,14.53,Aprobado,2,0,1,-0.11061264412188158,0.31167304677495355,Trabajador Esforzado
28,2,0,0.0,No aplica,0.58,0,0,7,21.4,6.8,1.3,7.7,90.4,9.6,14.4,16.3,19.1,17.32,Aprobado,1,0,2,-3.5256679672873363,-0.49220064834456667,Estudiante de Alto Rendimiento
24,1,0,0.0,No aplica,0.57,1,0,7,0.0,6.9,3.3,7.7,81.8,5.3,7.0,10.9,12.0,10.67,Riesgo,1,2,1,-0.027868381249490492,0.23951758472232018,Trabajador Esforzado
21,10,1,28.7,Presencial,1.83,4,0,5,4.1,5.4,8.9,3.2,71.3,4.7,9.5,9.9,9.3,9.52,Riesgo,2,2,0,2.8118692755256274,2.162137346310332,Vulnerable por Carga Familiar y Estres
29,8,1,48.0,Hibrido,0.53,0,1,5,12.8,7.7,2.6,8.0,75.8,6.8,13.3,14.4,12.8,13.38,Aprobado,0,0,1,0.23603691040271124,-1.6797870035620164,Trabajador Esforzado
32,8,1,28.9,Presencial,2.03,0,1,5,13.4,6.0,4.3,6.1,87.9,6.5,11.2,12.2,14.5,13.15,Aprobado,2,0,1,-0.5622722358196415,-0.7211100965821865,Trabajador Esforzado
21,3,0,0.0,No aplica,0.0,1,1,5,15.8,6.6,4.4,7.6,87.8,7.1,13.1,15.1,19.8,17.05,Aprobado,1,0,2,-1.6435874255317953,0.5307776848728815,Estudiante de Alto Rendimiento
29,7,1,26.6,Presencial,1.8,2,0,3,10.4,6.1,6.1,3.9,83.6,6.7,10.2,8.9,7.1,8.26,Riesgo,2,2,0,0.3943957075464247,0.8265478659312302,Vulnerable por Carga Familiar y Estres
21,1,0,0.0,No aplica,0.15,0,0,7,21.4,6.0,2.0,7.8,98.6,8.8,13.2,13.2,20.0,16.6,Aprobado,1,0,2,-3.594062228480927,-0.11030566061710644,Estudiante de Alto Rendimiento
28,7,1,35.5,Presencial,1.89,0,0,4,12.1,6.4,5.3,5.0,75.5,6.9,10.5,10.9,12.4,11.57,Aprobado,2,0,1,0.4738472594261044,-1.1843044838584365,Trabajador Esforzado
29,6,1,24.5,Hibrido,0.47,2,0,3,6.5,7.5,4.4,7.4,73.1,7.3,8.4,9.6,7.3,8.21,Riesgo,0,2,0,0.6218330603136832,0.29983119824608456,Vulnerable por Carga Familiar y Estres
24,4,1,25.5,Hibrido,1.55,1,1,7,12.1,6.2,5.6,6.8,86.6,6.6,10.4,9.0,9.7,9.63,Riesgo,0,2,1,-0.12388452199055759,0.16541324121058537,Trabajador Esforzado
29,8,1,25.7,Presencial,2.05,3,0,3,18.5,6.5,5.3,3.5,73.5,5.8,9.9,7.5,11.1,9.78,Riesgo,2,2,0,0.38304216690363696,1.1566911245199698,Vulnerable por Carga Familiar y Estres
22,7,0,0.0,No aplica,0.35,0,0,7,25.0,5.4,1.0,7.2,94.9,9.4,12.6,12.4,20.0,16.24,Aprobado,1,0,2,-4.034153732115436,-0.3592941210481095,Estudiante de Alto Rendimiento
19,5,1,16.0,Presencial,1.05,0,1,3,19.8,5.9,3.9,7.8,98.0,9.7,11.9,12.2,16.6,14.34,Aprobado,2,0,2,-2.710009448394212,-0.23951572100819182,Estudiante de Alto Rendimiento
19,2,1,26.3,Remoto,0.27,1,0,5,9.2,6.5,7.2,4.9,65.8,5.8,12.2,12.3,12.2,12.23,Aprobado,3,0,3,1.637330268042007,-0.40357261427982277,Riesgo por Ausentismo Laboral
24,1,0,0.0,No aplica,0.61,0,0,5,15.7,5.7,4.6,7.1,81.8,6.1,9.9,7.0,14.2,11.18,Aprobado,1,0,1,-1.2147475546437874,-0.37757848451869497,Trabajador Esforzado
31,10,1,31.6,Presencial,2.04,1,1,4,6.7,6.5,8.1,4.5,71.7,6.9,12.0,16.0,11.8,13.1,Aprobado,2,0,3,1.673567809506883,-0.21834872636748054,Riesgo por Ausentismo Laboral
19,3,1,42.5,Hibrido,0.72,0,0,5,3.5,5.9,8.2,4.7,68.3,4.9,9.1,7.6,4.5,6.35,Riesgo,0,2,3,2.750456075754615,-1.2199214395604403,Riesgo por Ausentismo Laboral
24,4,1,36.0,Presencial,3.26,1,1,5,5.0,6.4,7.9,5.6,64.9,5.5,11.5,8.1,8.8,9.13,Riesgo,2,2,3,2.522876700616506,-0.5305814252413886,Riesgo por Ausentismo Laboral
28,7,1,34.2,Hibrido,1.03,3,0,7,12.1,5.6,7.4,3.7,91.7,8.8,15.5,13.1,12.1,13.08,Aprobado,0,0,0,0.08147575193373764,1.8068265122250762,Vulnerable por Carga Familiar y Estres
21,3,0,0.0,No aplica,0.43,3,0,5,24.1,6.4,2.1,7.4,96.6,6.9,14.2,14.5,17.3,15.84,Aprobado,1,0,2,-2.90134594871751,2.081566404137325,Estudiante de Alto Rendimiento
28,4,1,29.2,Presencial,2.42,0,0,7,11.2,4.3,6.9,4.2,65.4,7.1,9.4,8.2,8.4,8.54,Riesgo,2,2,3,1.1318111110468538,-1.2663044191275084,Riesgo por Ausentismo Laboral
22,8,0,0.0,No aplica,0.45,0,0,6,15.4,6.3,2.8,7.7,91.1,9.7,14.2,14.7,17.6,16.05,Aprobado,1,0,2,-2.8019769027273833,-0.3123791795990901,Estudiante de Alto Rendimiento
30,6,1,29.9,Presencial,1.62,3,0,7,10.3,6.4,6.6,4.1,84.1,4.8,12.2,11.4,8.5,10.11,Riesgo,2,2,0,1.1229205529461215,1.6150536011787013,Vulnerable por Carga Familiar y Estres
26,7,1,42.4,Hibrido,0.45,1,0,6,7.7,4.8,6.5,6.3,76.4,6.7,10.5,11.1,8.2,9.53,Riesgo,0,2,3,1.4106214693366343,-0.40928529025585036,Riesgo por Ausentismo Laboral
26,1,1,30.0,Presencial,1.61,1,0,3,5.7,5.6,5.8,5.3,82.5,2.9,11.1,10.7,8.0,9.43,Riesgo,2,2,3,1.5310174414097517,0.03793182537039545,Riesgo por Ausentismo Laboral
20,5,1,24.8,Hibrido,0.59,2,0,6,10.9,5.9,7.0,5.7,66.8,5.4,9.8,10.6,10.4,10.34,Riesgo,0,2,0,1.579447932077762,0.3838963421031423,Vulnerable por Carga Familiar y Estres
24,5,1,34.7,Presencial,1.16,0,0,6,6.4,6.1,7.8,4.0,82.1,7.1,9.8,13.6,10.8,11.44,Aprobado,2,0,3,1.0646241721119156,-0.6775646869778872,Riesgo por Ausentismo Laboral
30,7,1,23.5,Presencial,1.52,0,0,4,17.1,7.0,2.2,8.6,83.0,4.3,13.5,12.6,16.3,14.63,Aprobado,2,0,1,-0.7674353636982036,-0.9714625872405063,Trabajador Esforzado
18,2,1,34.3,Hibrido,0.64,3,0,6,13.4,5.9,8.6,5.5,73.6,2.3,5.7,4.3,2.7,3.78,Desercion,0,1,0,2.507001426049615,1.425756210556275,Vulnerable por Carga Familiar y Estres
29,2,1,33.3,Presencial,0.74,1,0,6,5.6,5.7,8.3,5.2,79.6,6.5,8.6,11.1,8.8,9.45,Riesgo,2,2,3,1.5612344655181565,0.06126455231423655,Riesgo por Ausentismo Laboral
25,8,1,28.5,Remoto,0.23,2,1,6,12.8,4.7,5.3,5.2,88.9,7.2,11.3,12.8,9.6,10.9,Riesgo,3,2,1,-0.26097673207589017,0.8862912761774505,Trabajador Esforzado
28,7,0,0.0,No aplica,0.23,3,1,6,26.0,8.5875,1.0,9.9,100.0,8.3,14.2,15.0,18.6,16.64,Aprobado,1,0,2,-3.747087971572188,2.057358325151649,Estudiante de Alto Rendimiento
27,9,1,18.1,Presencial,1.28,0,0,6,15.0,6.7,4.3,7.3,90.0,6.4,12.4,13.2,16.9,14.89,Aprobado,2,0,1,-1.10659182821079,-0.4498416886168211,Trabajador Esforzado
24,3,1,31.3,Presencial,2.12,3,0,6,3.7,6.8,7.8,4.1,74.2,7.2,14.2,12.7,8.6,10.95,Riesgo,2,2,0,1.8867024651761772,1.3125431559094602,Vulnerable por Carga Familiar y Estres
22,10,1,26.3,Presencial,0.81,0,0,4,16.0,4.5,4.6,6.7,72.5,6.6,13.1,15.4,14.6,14.54,Aprobado,2,0,1,-0.058111721478884396,-1.1921842723554332,Trabajador Esforzado
27,3,1,48.0,Remoto,0.17,3,0,6,8.8,5.1,9.4,5.4,67.2,6.6,10.6,12.2,7.1,9.33,Riesgo,3,2,0,2.8523590911136703,0.9439972806691713,Vulnerable por Carga Familiar y Estres
20,7,1,31.2,Presencial,1.54,0,1,3,14.9,5.9,4.6,5.6,73.1,9.6,14.1,14.8,16.6,15.56,Aprobado,2,0,1,-0.4891621223166689,-1.322858982639739,Trabajador Esforzado
26,2,0,0.0,No aplica,0.08,0,0,7,22.8,6.7,4.8,5.4,88.4,6.8,11.2,11.4,17.8,14.56,Aprobado,1,0,2,-2.1690591601959794,-0.1365076572095336,Estudiante de Alto Rendimiento
19,10,0,0.0,No aplica,0.28,2,0,6,21.0,7.4,1.2,8.2,92.2,6.4,11.9,9.7,13.0,11.79,Aprobado,1,0,2,-2.6722425156481115,1.1038875267111303,Estudiante de Alto Rendimiento
27,4,1,40.4,Remoto,0.31,3,0,4,1.0,5.6,7.1,3.7,79.5,3.9,8.6,10.4,1.7,5.69,Riesgo,3,2,0,2.6780862888813393,1.3336285209604097,Vulnerable por Carga Familiar y Estres
27,9,0,0.0,No aplica,0.12,2,0,3,25.8,6.3,1.7,8.2,97.7,7.7,13.6,14.7,20.0,17.13,Aprobado,1,0,2,-3.463936888428049,1.3244692991642466,Estudiante de Alto Rendimiento
19,4,0,0.0,No aplica,0.41,2,0,3,18.7,6.8,3.2,8.0,84.8,6.0,10.8,13.3,17.6,14.95,Aprobado,1,0,2,-1.621397551093995,1.0590848731784772,Estudiante de Alto Rendimiento
