edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica
27,3,0,0.0,No aplica,0.51,1,0,4,21.0,7.8,1.0,9.4,89.4,9.7,16.7,13.8,19.5,17.23,Aprobado
23,1,1,13.5,Presencial,1.49,2,0,7,9.7,7.5,6.3,5.4,89.4,7.5,11.9,12.0,16.5,14.23,Aprobado
32,4,0,0.0,No aplica,0.13,0,0,5,22.3,6.1,1.3,8.7,81.5,7.9,11.3,10.5,18.5,14.66,Aprobado
19,4,1,31.9,Remoto,0.28,1,1,4,11.8,6.4,6.6,4.3,81.7,6.7,12.9,9.1,8.6,9.61,Riesgo
23,7,1,30.8,Presencial,2.29,0,0,3,9.0,7.0,7.7,3.6,68.8,7.2,10.1,10.7,10.2,10.33,Riesgo
19,3,0,0.0,No aplica,0.52,2,0,4,14.9,6.1,3.4,6.9,95.1,10.0,13.4,13.5,20.0,16.73,Aprobado
23,2,1,29.3,Presencial,1.11,0,0,4,8.9,5.5,4.2,10.0,73.7,3.3,10.8,9.5,10.6,10.31,Riesgo
32,2,1,23.7,Presencial,1.87,1,0,5,6.1,5.7,7.3,4.2,72.0,5.8,10.0,10.4,11.5,10.87,Riesgo
23,10,1,30.1,Hibrido,0.76,0,0,7,6.9,5.3,5.8,6.0,75.9,7.0,12.1,8.8,9.4,9.76,Riesgo
31,10,1,30.5,Presencial,1.42,0,0,7,16.4,7.1,5.9,6.2,97.6,6.5,10.9,9.9,14.6,12.45,Aprobado
25,3,1,22.8,Presencial,1.37,1,1,4,10.3,7.2,5.8,5.8,88.7,6.5,11.4,12.5,17.0,14.53,Aprobado
28,2,0,0.0,No aplica,0.58,0,0,7,21.4,6.8,1.3,7.7,90.4,9.6,14.4,16.3,19.1,17.32,Aprobado
24,1,0,0.0,No aplica,0.57,1,0,7,0.0,6.9,3.3,7.7,81.8,5.3,7.0,10.9,12.0,10.67,Riesgo
21,10,1,28.7,Presencial,1.83,4,0,5,4.1,5.4,8.9,3.2,71.3,4.7,9.5,9.9,9.3,9.52,Riesgo
29,8,1,48.0,Hibrido,0.53,0,1,5,12.8,7.7,2.6,8.0,75.8,6.8,13.3,14.4,12.8,13.38,Aprobado
32,8,1,28.9,Presencial,2.03,0,1,5,13.4,6.0,4.3,6.1,87.9,6.5,11.2,12.2,14.5,13.15,Aprobado
21,3,0,0.0,No aplica,0.0,1,1,5,15.8,6.6,4.4,7.6,87.8,7.1,13.1,15.1,19.8,17.05,Aprobado
29,7,1,26.6,Presencial,1.8,2,0,3,10.4,6.1,6.1,3.9,83.6,6.7,10.2,8.9,7.1,8.26,Riesgo
21,1,0,0.0,No aplica,0.15,0,0,7,21.4,6.0,2.0,7.8,98.6,8.8,13.2,13.2,20.0,16.6,Aprobado
28,7,1,35.5,Presencial,1.89,0,0,4,12.1,6.4,5.3,5.0,75.5,6.9,10.5,10.9,12.4,11.57,Aprobado
29,6,1,24.5,Hibrido,0.47,2,0,3,6.5,7.5,4.4,7.4,73.1,7.3,8.4,9.6,7.3,8.21,Riesgo
24,4,1,25.5,Hibrido,1.55,1,1,7,12.1,6.2,5.6,6.8,86.6,6.6,10.4,9.0,9.7,9.63,Riesgo
29,8,1,25.7,Presencial,2.05,3,0,3,18.5,6.5,5.3,3.5,73.5,5.8,9.9,7.5,11.1,9.78,Riesgo
22,7,0,0.0,No aplica,0.35,0,0,7,25.0,5.4,1.0,7.2,94.9,9.4,12.6,12.4,20.0,16.24,Aprobado
19,5,1,16.0,Presencial,1.05,0,1,3,19.8,5.9,3.9,7.8,98.0,9.7,11.9,12.2,16.6,14.34,Aprobado
19,2,1,26.3,Remoto,0.27,1,0,5,9.2,6.5,7.2,4.9,65.8,5.8,12.2,12.3,12.2,12.23,Aprobado
24,1,0,0.0,No aplica,0.61,0,0,5,15.7,5.7,4.6,7.1,81.8,6.1,9.9,7.0,14.2,11.18,Aprobado
31,10,1,31.6,Presencial,2.04,1,1,4,6.7,6.5,8.1,4.5,71.7,6.9,12.0,16.0,11.8,13.1,Aprobado
19,3,1,42.5,Hibrido,0.72,0,0,5,3.5,5.9,8.2,4.7,68.3,4.9,9.1,7.6,4.5,6.35,Riesgo
24,4,1,36.0,Presencial,3.26,1,1,5,5.0,6.4,7.9,5.6,64.9,5.5,11.5,8.1,8.8,9.13,Riesgo
28,7,1,34.2,Hibrido,1.03,3,0,7,12.1,5.6,7.4,3.7,91.7,8.8,15.5,13.1,12.1,13.08,Aprobado
21,3,0,0.0,No aplica,0.43,3,0,5,24.1,6.4,2.1,7.4,96.6,6.9,14.2,14.5,17.3,15.84,Aprobado
28,4,1,29.2,Presencial,2.42,0,0,7,11.2,4.3,6.9,4.2,65.4,7.1,9.4,8.2,8.4,8.54,Riesgo
22,8,0,0.0,No aplica,0.45,0,0,6,15.4,6.3,2.8,7.7,91.1,9.7,14.2,14.7,17.6,16.05,Aprobado
30,6,1,29.9,Presencial,1.62,3,0,7,10.3,6.4,6.6,4.1,84.1,4.8,12.2,11.4,8.5,10.11,Riesgo
26,7,1,42.4,Hibrido,0.45,1,0,6,7.7,4.8,6.5,6.3,76.4,6.7,10.5,11.1,8.2,9.53,Riesgo
26,1,1,30.0,Presencial,1.61,1,0,3,5.7,5.6,5.8,5.3,82.5,2.9,11.1,10.7,8.0,9.43,Riesgo
20,5,1,24.8,Hibrido,0.59,2,0,6,10.9,5.9,7.0,5.7,66.8,5.4,9.8,10.6,10.4,10.34,Riesgo
24,5,1,34.7,Presencial,1.16,0,0,6,6.4,6.1,7.8,4.0,82.1,7.1,9.8,13.6,10.8,11.44,Aprobado
30,7,1,23.5,Presencial,1.52,0,0,4,17.1,7.0,2.2,8.6,83.0,4.3,13.5,12.6,16.3,14.63,Aprobado
18,2,1,34.3,Hibrido,0.64,3,0,6,13.4,5.9,8.6,5.5,73.6,2.3,5.7,4.3,2.7,3.78,Desercion
29,2,1,33.3,Presencial,0.74,1,0,6,5.6,5.7,8.3,5.2,79.6,6.5,8.6,11.1,8.8,9.45,Riesgo
25,8,1,28.5,Remoto,0.23,2,1,6,12.8,4.7,5.3,5.2,88.9,7.2,11.3,12.8,9.6,10.9,Riesgo
28,7,0,0.0,No aplica,0.23,3,1,6,26.0,9.0,1.0,9.9,100.0,8.3,14.2,15.0,18.6,16.64,Aprobado
27,9,1,18.1,Presencial,1.28,0,0,6,15.0,6.7,4.3,7.3,90.0,6.4,12.4,13.2,16.9,14.89,Aprobado
24,3,1,31.3,Presencial,2.12,3,0,6,3.7,6.8,7.8,4.1,74.2,7.2,14.2,12.7,8.6,10.95,Riesgo
22,10,1,26.3,Presencial,0.81,0,0,4,16.0,4.5,4.6,6.7,72.5,6.6,13.1,15.4,14.6,14.54,Aprobado
27,3,1,48.0,Remoto,0.17,3,0,6,8.8,5.1,9.4,5.4,67.2,6.6,10.6,12.2,7.1,9.33,Riesgo
20,7,1,31.2,Presencial,1.54,0,1,3,14.9,5.9,4.6,5.6,73.1,9.6,14.1,14.8,16.6,15.56,Aprobado
26,2,0,0.0,No aplica,0.08,0,0,7,22.8,6.7,4.8,5.4,88.4,6.8,11.2,11.4,17.8,14.56,Aprobado
19,10,0,0.0,No aplica,0.28,2,0,6,21.0,7.4,1.2,8.2,92.2,6.4,11.9,9.7,13.0,11.79,Aprobado
27,4,1,40.4,Remoto,0.31,3,0,4,1.0,5.6,7.1,3.7,79.5,3.9,8.6,10.4,1.7,5.69,Riesgo
27,9,0,0.0,No aplica,0.12,2,0,3,25.8,6.3,1.7,8.2,97.7,7.7,13.6,14.7,20.0,17.13,Aprobado
19,4,0,0.0,No aplica,0.41,2,0,3,18.7,6.8,3.2,8.0,84.8,6.0,10.8,13.3,17.6,14.95,Aprobado
29,8,1,32.7,Hibrido,0.84,4,0,6,0.1,5.9,10.0,3.7,81.4,5.7,9.1,7.0,3.1,5.47,Desercion
24,5,1,35.2,Presencial,1.31,1,1,3,12.5,5.1,5.3,5.4,90.6,7.1,9.1,10.2,9.2,9.48,Riesgo
29,1,1,35.1,Presencial,2.73,3,0,3,4.0,6.7,7.2,5.9,66.8,10.0,11.0,11.2,14.2,12.66,Aprobado
18,2,1,30.2,Presencial,1.28,0,0,6,8.0,6.0,4.8,6.2,75.9,5.7,11.4,8.2,9.8,9.64,Riesgo
20,7,1,31.3,Presencial,1.72,0,0,5,19.0,6.1,4.7,5.6,84.6,6.2,10.5,8.6,11.4,10.38,Riesgo
25,2,1,31.9,Remoto,0.59,0,1,4,10.8,7.5,5.1,6.5,90.4,6.2,11.3,12.5,10.1,11.06,Aprobado
20,3,1,32.7,Remoto,0.58,3,0,4,16.9,8.1,5.4,7.2,86.0,4.1,11.4,16.2,13.5,13.89,Aprobado
22,6,1,33.4,Presencial,2.29,0,0,5,3.7,6.8,5.1,5.6,66.5,6.1,11.9,14.0,13.4,13.28,Aprobado
27,3,1,38.8,Hibrido,0.54,0,0,4,11.9,4.7,5.9,7.4,71.3,6.2,10.1,7.2,12.0,10.18,Riesgo
20,2,1,30.5,Presencial,1.5,0,1,3,9.9,6.2,7.6,4.9,72.3,6.7,9.7,10.5,11.6,10.89,Riesgo
28,7,1,23.5,Remoto,0.0,0,0,5,16.2,7.8,4.5,6.7,82.0,9.3,12.2,11.8,18.6,15.28,Aprobado
19,7,0,0.0,No aplica,0.44,1,0,7,24.1,6.7,1.7,8.2,89.5,9.0,12.8,15.1,19.5,16.84,Aprobado
20,8,1,36.0,Remoto,0.45,0,0,5,10.7,6.9,5.5,5.4,68.9,4.9,9.5,9.9,7.1,8.42,Riesgo
26,10,1,15.7,Presencial,1.88,3,0,5,9.6,7.0,7.1,3.8,83.4,6.9,10.0,9.7,11.0,10.41,Riesgo
29,2,1,15.8,Hibrido,1.27,3,1,4,7.0,5.9,7.4,6.9,84.0,5.8,11.6,13.3,9.4,11.01,Aprobado
20,5,0,0.0,No aplica,0.23,1,0,3,34.0,8.2,1.9,6.8,100.0,8.9,14.6,15.7,20.0,17.63,Aprobado
22,3,0,0.0,No aplica,0.58,0,0,6,15.9,7.5,1.9,9.2,83.0,4.3,12.9,13.3,16.4,14.77,Aprobado
31,10,1,19.9,Presencial,1.47,3,0,5,8.4,6.3,5.1,7.9,87.0,7.6,10.7,11.7,12.7,12.0,Aprobado
32,6,1,30.8,Remoto,0.46,1,0,3,11.2,6.1,3.6,6.3,85.9,5.4,8.6,9.8,7.1,8.21,Riesgo
26,1,1,26.8,Remoto,0.96,0,0,4,10.3,5.6,6.6,6.0,82.4,6.1,9.0,10.1,12.1,10.88,Riesgo
24,7,0,0.0,No aplica,0.37,0,0,3,23.7,6.4,1.0,9.1,92.5,6.5,11.4,14.9,19.9,16.7,Aprobado
23,1,1,32.4,Remoto,0.0,0,1,7,19.7,5.3,5.7,6.6,85.0,8.4,11.8,14.2,17.2,15.22,Aprobado
27,3,0,0.0,No aplica,0.08,1,0,7,12.0,8.9,1.8,7.4,91.1,6.0,11.0,14.2,17.3,15.11,Aprobado
26,8,0,0.0,No aplica,0.36,0,0,7,26.0,7.8,1.0,8.1,100.0,9.9,11.7,10.0,20.0,15.34,Aprobado
22,6,1,27.6,Presencial,1.74,2,0,7,4.0,5.5,7.6,5.6,77.0,4.5,12.5,12.8,5.6,9.14,Riesgo
18,8,1,28.8,Hibrido,0.76,1,0,6,5.6,7.8,4.3,5.0,67.5,8.2,8.8,8.0,10.9,9.61,Riesgo
20,6,1,21.0,Presencial,1.87,0,1,5,12.9,7.7,4.7,4.4,81.1,3.5,12.7,12.6,14.5,13.57,Aprobado
32,9,0,0.0,No aplica,0.14,0,1,4,22.7,6.5,2.5,7.7,100.0,10.0,15.1,18.3,20.0,18.51,Aprobado
24,6,0,0.0,No aplica,0.37,2,1,3,17.1,7.3,1.6,8.0,95.5,5.2,13.2,11.7,15.3,13.8,Aprobado
25,1,1,26.6,Presencial,2.53,0,1,7,10.8,5.9,7.7,4.9,80.3,7.4,10.5,11.6,16.0,13.58,Aprobado
25,1,1,32.3,Presencial,1.08,0,0,3,10.0,7.2,6.7,4.6,74.3,5.2,9.5,8.9,7.5,8.32,Riesgo
29,8,1,29.0,Remoto,0.64,2,0,4,8.0,6.6,8.0,5.4,86.2,6.0,10.9,13.1,9.2,10.71,Riesgo
18,1,1,36.7,Hibrido,1.51,0,0,5,10.5,5.9,7.7,5.6,66.5,6.4,9.2,9.9,8.8,9.21,Riesgo
19,4,0,95.0,No aplica,0.3,0,1,6,16.9,6.2,1.7,8.2,92.6,7.1,12.1,12.6,18.6,15.5,Aprobado
22,1,1,18.8,Presencial,1.89,1,0,7,10.5,6.5,6.8,3.9,81.7,6.8,11.3,11.3,12.7,12.0,Aprobado
25,4,1,27.5,Presencial,0.87,1,0,5,12.8,6.7,5.9,6.8,84.0,7.7,10.6,12.1,15.5,13.5,Aprobado
28,6,1,30.5,Presencial,1.49,0,1,7,7.5,7.5,2.4,5.9,76.5,6.5,14.5,17.4,17.8,17.02,Aprobado
25,2,0,0.0,No aplica,0.25,2,0,5,22.4,7.3,1.9,6.7,96.1,9.3,11.9,14.0,19.7,16.43,Aprobado
24,5,1,95.0,Presencial,1.94,1,1,7,6.0,7.4,5.0,7.0,82.6,4.8,11.9,12.9,14.2,13.35,Aprobado
32,10,1,31.5,Hibrido,0.46,0,1,3,85.0,5.7,6.9,4.1,84.6,8.4,12.3,14.6,15.1,14.39,Aprobado
20,1,1,23.9,Remoto,0.32,3,0,5,11.9,4.5,6.3,4.8,82.5,7.9,12.9,12.9,14.2,13.55,Aprobado
26,1,1,18.4,Hibrido,0.97,1,1,4,7.9,5.3,5.2,6.3,79.1,4.7,6.9,6.3,8.3,7.42,Riesgo
26,3,1,37.7,Hibrido,1.29,4,0,4,11.0,5.3,7.1,6.0,88.3,4.0,9.9,10.5,5.9,8.08,Riesgo
25,9,1,24.9,Hibrido,0.78,0,1,7,5.6,6.0,4.7,7.0,89.8,3.1,9.8,11.9,9.9,10.48,Riesgo
30,5,1,39.2,Remoto,0.61,0,0,6,11.9,6.0,7.0,6.5,72.8,7.2,12.4,12.2,14.6,13.44,Aprobado
22,7,1,30.2,Presencial,1.25,1,0,6,8.1,6.9,4.3,6.2,75.5,6.4,8.8,7.9,6.4,7.33,Riesgo
32,1,1,32.4,Hibrido,1.25,3,0,3,1.1,6.6,8.5,3.5,81.5,2.8,10.5,11.4,8.1,9.57,Riesgo
22,8,1,28.3,Presencial,1.28,2,0,7,10.9,4.3,5.5,4.7,85.3,6.9,12.4,16.0,10.4,12.48,Aprobado
26,1,0,0.0,No aplica,0.24,1,0,7,19.1,9.0,4.3,6.7,90.6,4.9,11.5,12.1,17.4,14.63,Aprobado
25,8,1,20.9,Presencial,1.85,2,0,6,7.4,6.7,6.5,5.7,72.0,7.5,12.0,10.7,12.1,11.66,Aprobado
30,2,1,29.0,Presencial,1.2,0,1,5,11.0,6.6,5.3,8.5,75.2,4.6,11.6,13.4,12.4,12.54,Aprobado
24,9,1,32.9,Presencial,1.8,2,0,3,6.7,6.0,6.6,6.0,76.2,3.3,10.9,12.3,9.8,10.77,Riesgo
22,3,1,15.7,Remoto,0.64,1,1,5,11.1,6.4,4.6,4.8,98.4,7.0,10.9,13.2,9.9,11.09,Aprobado
18,2,1,29.6,Presencial,2.08,0,0,3,11.1,7.3,3.9,8.0,80.8,4.5,10.9,11.6,10.4,10.86,Riesgo
23,4,1,21.0,Presencial,1.73,0,1,6,11.7,5.9,5.4,5.2,85.1,7.2,12.8,13.5,13.9,13.56,Aprobado
30,1,1,31.9,Presencial,2.16,0,1,6,5.4,6.7,5.1,4.9,82.9,5.5,14.0,16.5,13.0,14.25,Aprobado
18,2,1,29.8,Hibrido,0.0,0,1,3,13.3,7.6,3.6,8.1,70.4,7.6,10.7,12.7,11.4,11.65,Aprobado
31,6,0,0.0,No aplica,0.31,0,0,4,27.0,7.1,3.3,8.0,97.5,7.5,11.0,12.3,20.0,15.89,Aprobado
26,4,1,38.5,Presencial,1.76,0,1,6,6.1,6.6,8.2,5.6,78.0,6.7,9.3,10.7,7.3,8.72,Riesgo
20,4,0,0.0,No aplica,0.0,1,0,4,20.9,5.8,4.3,6.0,84.2,5.2,8.5,9.3,16.4,12.69,Aprobado
22,9,1,36.9,Hibrido,0.9,1,0,7,12.4,6.7,7.3,7.2,89.8,8.3,12.2,12.6,12.1,12.27,Aprobado
26,2,1,27.2,Presencial,2.24,0,0,5,11.2,6.8,6.0,6.6,78.0,7.9,10.1,10.6,11.1,10.75,Riesgo
22,4,1,48.0,Remoto,0.27,1,1,6,13.3,5.6,8.5,3.4,84.3,4.2,11.2,12.4,10.9,11.41,Aprobado
19,2,1,20.2,Presencial,1.94,0,1,6,16.6,7.1,4.6,8.7,80.3,6.0,10.7,10.9,13.6,12.21,Aprobado
27,5,0,0.0,No aplica,0.23,1,0,6,22.8,6.0,3.2,7.8,94.5,6.0,9.4,10.8,13.6,11.92,Aprobado
28,4,1,37.2,Remoto,0.0,3,1,6,8.0,7.2,8.3,4.4,85.5,6.9,13.3,13.7,11.3,12.42,Aprobado
19,1,1,36.0,Remoto,0.0,2,0,5,85.0,8.3,7.5,4.3,87.1,5.2,10.8,12.6,10.7,11.29,Aprobado
22,1,0,0.0,No aplica,0.46,1,0,3,0.0,6.4,3.0,4.1,97.7,7.3,13.5,16.6,19.0,17.18,Aprobado
21,9,1,35.4,Remoto,0.51,1,0,4,9.7,7.0,6.8,6.0,78.9,8.5,11.6,11.1,9.5,10.4,Riesgo
27,1,1,13.3,Presencial,2.39,0,0,7,18.2,6.6,4.7,5.8,70.0,8.0,14.3,15.0,18.1,16.41,Aprobado
28,8,1,42.7,Presencial,1.04,0,0,4,21.5,4.8,5.7,5.6,75.3,3.5,9.8,10.9,10.5,10.48,Riesgo
28,10,1,28.4,Remoto,0.46,0,0,7,6.0,7.6,5.6,5.8,61.8,5.7,8.8,9.5,9.7,9.46,Riesgo
32,5,1,40.0,Remoto,0.44,1,0,5,7.6,5.8,5.1,5.3,74.7,7.8,8.9,7.0,8.1,7.93,Riesgo
29,4,1,13.7,Presencial,2.07,4,0,6,12.0,6.7,6.1,6.2,83.9,5.0,10.7,11.0,11.7,11.29,Aprobado
22,8,1,32.1,Hibrido,1.05,2,0,4,5.3,7.7,7.1,4.3,78.1,5.3,11.2,11.6,9.5,10.47,Riesgo
19,10,1,25.5,Presencial,1.06,1,1,3,8.9,6.8,5.9,4.2,85.4,5.7,12.7,15.1,14.7,14.42,Aprobado
27,2,1,34.6,Remoto,0.24,2,0,4,8.1,6.2,6.4,5.5,92.8,4.8,7.4,11.0,8.0,8.78,Riesgo
31,10,0,0.0,No aplica,0.53,2,0,6,15.8,6.1,4.5,5.9,82.1,7.7,9.2,11.7,16.2,13.45,Aprobado
32,10,1,32.9,Presencial,1.96,1,1,6,7.5,5.4,4.4,4.6,73.8,5.5,7.6,13.0,8.5,9.67,Riesgo
21,2,0,0.0,No aplica,0.0,3,0,5,21.8,6.5,3.5,5.8,93.3,8.5,10.9,13.4,17.7,15.05,Aprobado
21,1,1,29.5,Presencial,0.65,1,0,3,9.7,6.0,5.6,6.1,69.9,6.1,12.1,11.1,13.4,12.45,Aprobado
18,8,1,28.6,Hibrido,0.6,2,0,3,12.4,6.6,6.3,5.7,79.8,6.5,10.6,12.9,9.8,10.89,Riesgo
20,1,1,34.0,Presencial,1.54,0,0,3,11.3,5.4,6.3,6.9,76.9,5.1,7.2,8.0,5.4,6.54,Riesgo
26,7,1,37.9,Remoto,0.01,1,0,6,11.2,5.4,5.5,7.1,72.7,8.0,9.1,10.9,11.4,10.79,Riesgo
26,1,1,31.2,Presencial,2.04,0,1,7,7.7,6.3,7.4,5.4,71.8,5.3,10.8,9.1,8.4,9.09,Riesgo
23,7,1,19.8,Remoto,0.46,0,0,7,20.1,6.6,2.4,7.0,81.8,8.3,13.5,13.1,18.0,15.63,Aprobado
22,3,1,30.9,Hibrido,1.02,1,1,6,9.0,6.3,6.7,4.8,78.2,1.5,9.7,6.7,3.9,5.9,Riesgo
30,1,1,48.0,Remoto,0.0,3,0,5,6.7,5.3,7.7,5.2,74.6,3.6,12.2,11.5,4.7,8.24,Riesgo
24,1,1,43.2,Presencial,1.62,2,0,6,4.5,5.2,10.0,4.5,78.7,3.3,10.1,8.6,5.3,7.25,Riesgo
30,2,1,8.0,Remoto,0.61,0,0,3,23.7,7.2,1.7,8.6,99.3,7.3,15.0,19.7,20.0,18.91,Aprobado
32,6,1,30.5,Remoto,0.08,0,0,4,10.9,7.3,2.7,7.0,84.1,6.0,14.5,16.6,14.4,15.08,Aprobado
22,1,1,37.5,Presencial,1.41,0,0,4,18.5,6.3,4.7,6.6,85.9,4.4,10.2,9.9,13.8,11.91,Aprobado
21,9,0,0.0,No aplica,0.4,0,0,7,23.3,6.6,1.3,8.0,90.4,9.5,14.1,13.7,20.0,16.93,Aprobado
32,7,1,26.3,Remoto,0.01,0,1,5,16.5,4.8,5.2,4.0,89.4,6.8,8.2,8.5,12.4,10.39,Riesgo
27,3,1,27.9,Remoto,0.19,0,1,7,14.3,7.7,4.2,6.5,80.4,5.3,12.0,10.7,12.4,11.81,Aprobado
22,10,1,34.4,Presencial,1.16,0,1,6,8.2,6.2,5.2,5.7,85.1,6.8,9.2,8.7,8.5,8.7,Riesgo
27,7,1,20.8,Presencial,1.46,0,1,6,16.3,7.6,3.0,8.1,97.8,5.0,12.3,12.8,17.3,14.95,Aprobado
25,7,1,95.0,Hibrido,0.96,0,0,3,11.4,7.4,3.5,6.0,81.8,7.1,10.7,10.4,11.8,11.16,Aprobado
31,2,1,90.0,Remoto,0.34,3,0,3,11.5,6.6,6.8,4.3,89.1,7.5,12.4,11.1,10.2,10.91,Riesgo
21,8,1,22.5,Presencial,1.17,4,0,4,0.0,7.0,8.6,5.3,70.0,1.7,6.7,9.0,6.7,7.39,Desercion
32,6,1,39.0,Hibrido,0.9,2,0,7,5.5,6.6,9.7,2.7,74.3,4.1,9.3,8.3,9.0,8.85,Riesgo
32,10,1,17.6,Presencial,1.31,0,0,7,16.6,6.5,4.1,6.1,83.4,8.5,13.2,12.8,16.9,14.93,Aprobado
20,5,1,25.6,Presencial,1.52,0,0,6,11.3,5.6,5.9,6.3,83.3,5.2,10.9,14.2,10.2,11.54,Aprobado
20,7,1,25.4,Remoto,0.24,1,1,7,9.3,7.0,5.7,6.6,78.0,8.0,8.9,13.5,12.5,12.08,Aprobado
25,4,1,47.2,Remoto,0.23,2,0,3,11.3,4.3,8.9,5.5,76.7,4.8,9.5,11.3,5.9,8.24,Riesgo
18,1,1,24.5,Hibrido,0.47,1,1,7,14.0,6.0,5.0,5.9,93.3,6.6,10.3,11.9,12.8,12.03,Aprobado
22,2,1,12.8,Remoto,0.39,2,0,3,6.9,6.2,5.1,5.9,85.4,4.1,8.9,8.4,12.3,10.45,Riesgo
24,9,1,25.3,Presencial,1.75,1,1,3,10.3,6.8,5.3,5.9,70.6,5.2,8.4,10.9,11.8,10.85,Riesgo
32,8,1,33.6,Presencial,1.54,4,0,7,10.1,5.9,9.0,3.4,72.3,3.3,9.8,8.5,5.1,7.06,Desercion
32,4,1,36.3,Presencial,2.66,2,0,7,4.9,5.5,10.0,3.9,66.3,5.6,12.8,9.3,3.2,6.95,Riesgo
20,7,1,48.0,Hibrido,0.96,0,0,3,0.2,5.7,7.8,4.4,64.0,4.2,11.0,9.6,4.3,7.23,Riesgo
31,1,1,41.3,Presencial,1.7,0,0,4,3.7,7.8,4.7,5.2,72.4,3.0,8.4,6.7,3.6,5.49,Riesgo
19,1,1,31.5,Presencial,1.43,1,0,7,17.7,5.4,4.5,4.8,86.8,7.6,12.2,11.5,16.9,14.34,Aprobado
29,6,1,22.9,Presencial,1.68,0,1,5,15.9,6.3,5.5,5.8,94.3,7.4,11.7,15.2,14.4,14.1,Aprobado
30,7,1,43.0,Presencial,2.08,0,1,5,8.6,6.5,4.7,7.0,84.4,5.2,12.0,14.8,7.5,10.59,Riesgo
31,10,1,27.1,Presencial,1.46,1,0,5,16.5,6.3,6.1,5.0,75.7,5.2,10.4,9.4,15.1,12.45,Aprobado
21,8,1,24.7,Remoto,0.54,1,0,4,9.5,6.9,4.6,5.2,77.5,5.7,11.7,10.7,10.5,10.8,Riesgo
31,3,0,0.0,No aplica,0.49,3,0,7,21.4,7.5,6.8,6.8,91.6,8.0,12.6,11.7,18.1,15.08,Aprobado
19,9,1,20.0,Hibrido,0.83,0,0,5,19.0,7.7,1.8,7.7,100.0,4.4,11.5,15.5,16.6,15.25,Aprobado
25,5,1,26.3,Hibrido,1.42,3,0,4,9.0,6.1,6.3,6.4,81.8,6.0,12.2,15.1,12.4,13.17,Aprobado
25,9,1,28.1,Presencial,1.6,0,0,7,11.5,6.8,5.9,6.8,77.5,7.6,10.7,10.2,11.3,10.85,Riesgo
22,2,1,35.8,Hibrido,0.6,3,0,7,7.7,6.0,7.8,6.2,70.2,2.2,7.8,9.8,1.7,5.35,Riesgo
18,1,1,26.9,Presencial,1.13,0,0,3,16.4,5.6,3.7,6.9,89.9,5.4,10.8,12.0,16.6,14.06,Aprobado
29,1,1,19.9,Presencial,1.33,1,0,7,6.9,6.8,4.4,5.2,70.7,4.7,11.3,11.9,9.3,10.48,Riesgo
23,10,1,17.2,Presencial,1.43,3,0,7,14.5,4.9,6.0,3.8,83.7,8.2,11.7,13.6,13.0,12.92,Aprobado
27,1,0,0.0,No aplica,0.17,0,1,7,16.0,7.5,1.0,8.2,96.7,7.7,11.9,12.9,20.0,16.25,Aprobado
24,10,1,30.6,Remoto,0.0,2,0,3,18.6,4.2,6.1,7.3,82.6,6.5,10.5,10.6,15.1,12.83,Aprobado
23,8,1,25.6,Presencial,0.79,1,0,4,15.3,5.5,7.3,5.1,95.3,9.1,13.4,17.1,19.2,17.41,Aprobado
31,2,1,26.3,Remoto,0.0,0,0,7,18.1,7.0,5.8,7.2,89.4,7.6,12.5,13.1,15.1,13.98,Aprobado
19,9,1,33.1,Remoto,0.14,1,0,4,10.7,6.5,8.1,3.6,85.9,6.5,10.6,11.9,12.7,12.04,Aprobado
29,2,1,41.1,Remoto,0.18,0,0,5,20.5,5.8,4.5,8.0,76.3,8.2,10.4,14.8,13.3,13.17,Aprobado
29,2,1,23.8,Presencial,1.77,1,1,4,15.5,6.0,6.1,6.3,91.7,6.6,11.1,12.9,16.6,14.39,Aprobado
23,6,1,30.7,Hibrido,1.17,0,0,5,10.7,5.7,5.8,5.9,85.7,6.2,10.0,11.0,12.0,11.3,Aprobado
21,3,1,37.7,Remoto,0.31,2,1,5,5.6,5.5,6.2,6.5,83.2,4.6,9.5,9.4,4.4,6.92,Riesgo
18,3,1,23.8,Presencial,1.75,1,0,5,12.3,6.9,2.9,6.8,78.0,5.6,10.9,10.1,15.8,13.11,Aprobado
32,2,1,29.9,Hibrido,0.86,0,0,4,12.6,6.1,3.2,7.7,73.3,6.9,12.4,13.1,14.0,13.41,Aprobado
32,7,1,29.7,Presencial,1.13,0,0,3,8.8,4.8,6.5,4.6,75.5,4.9,9.0,8.4,7.2,7.92,Riesgo
21,1,1,19.5,Remoto,0.41,1,0,6,19.3,5.4,3.1,6.7,83.3,8.2,9.3,10.4,17.4,13.68,Aprobado
18,3,0,0.0,No aplica,0.35,0,0,3,12.7,6.6,2.1,6.9,82.0,8.4,12.8,10.4,17.2,14.28,Aprobado
19,6,1,30.3,Presencial,0.64,1,0,7,9.7,6.0,6.0,4.8,83.6,5.6,9.0,10.7,11.0,10.51,Riesgo
